id	year	cohort	captureyr	st_age	st_annulusl	st_weight	st_logepg	st_H	st_Hst	st_Hst_MHC
V36B	2008	1996	2002	1.6454087956	NA	NA	-0.10	-0.1845562414	1.1629500273	-1.3693545223
V37A	1996	1996	2001	-1.4451874445	0.6311824104	NA	NA	-0.1496401957	-0.2138201751	0.4629084435
V37A	1997	1996	2001	-1.1876377578	2.3893125009	NA	NA	-0.1496401957	-0.2138201751	0.4629084435
V37A	1998	1996	2001	-0.9300880712	0.4663577144	NA	NA	-0.1496401957	-0.2138201751	0.4629084435
V37A	1999	1996	2001	-0.6725383845	0.0817667571	NA	NA	-0.1496401957	-0.2138201751	0.4629084435
V37A	2000	1996	2001	-0.4149886978	1.2904811943	NA	NA	-0.1496401957	-0.2138201751	0.4629084435
V37A	2001	1996	2001	-0.1574390111	1.2904811943	-0.5581921906	-0.51	-0.1496401957	-0.2138201751	0.4629084435
V37A	2002	1996	2001	0.1001106756	1.1805980637	0.5909060697	-0.51	-0.1496401957	-0.2138201751	0.4629084435
V37A	2003	1996	2001	0.3576603622	0.7960071064	1.4126854316	-0.86	-0.1496401957	-0.2138201751	0.4629084435
V37A	2004	1996	2001	0.6152100489	-0.7423567228	NA	0.34	-0.1496401957	-0.2138201751	0.4629084435
V37A	2005	1996	2001	0.8727597356	-1.3467139415	1.5798269967	0.32	-0.1496401957	-0.2138201751	0.4629084435
V37B	1998	1998	2002	-1.4451874445	0.1367083224	NA	NA	-0.1454079478	-0.5867418921	-2.0561910423
V37B	1999	1998	2002	-1.1876377578	1.4553058903	NA	NA	-0.1454079478	-0.5867418921	-2.0561910423
V37B	2000	1998	2002	-0.9300880712	0.576240845	NA	NA	-0.1454079478	-0.5867418921	-2.0561910423
V37B	2001	1998	2002	-0.6725383845	0.1916498877	NA	NA	-0.1454079478	-0.5867418921	-2.0561910423
V37B	2002	1998	2002	-0.4149886978	-0.6374437369	NA	NA	-0.1454079478	-0.5867418921	-2.0561910423
V37B	2003	1998	2002	-0.1574390111	-0.3369736247	-1.4565781032	0.17	-0.1454079478	-0.5867418921	-2.0561910423
V37B	2004	1998	2002	0.1001106756	-0.1087114911	NA	-0.14	-0.1454079478	-0.5867418921	-2.0561910423
V37B	2005	1998	2002	0.3576603622	0.4214757031	NA	NA	-0.1454079478	-0.5867418921	-2.0561910423
V37B	2006	1998	2002	0.6152100489	-0.1379995042	NA	-1.64	-0.1454079478	-0.5867418921	-2.0561910423
V37B	2007	1998	2002	0.8727597356	NA	NA	0.39	-0.1454079478	-0.5867418921	-2.0561910423
V37B	2009	1998	2002	1.1303094223	NA	NA	1.78	-0.1454079478	-0.5867418921	-2.0561910423
V37B	2010	1998	2002	1.1303094223	NA	NA	0.76	-0.1454079478	-0.5867418921	-2.0561910423
V38B	1997	1997	2002	-1.4451874445	-0.4127073309	NA	NA	-0.1596162088	0.9808081233	-0.1668664279
V38B	1998	1997	2002	-1.1876377578	2.2244878049	NA	NA	-0.1596162088	0.9808081233	-0.1668664279
V38B	1999	1997	2002	-0.9300880712	0.6861239757	NA	NA	-0.1596162088	0.9808081233	-0.1668664279
V38B	2000	1997	2002	-0.6725383845	-0.4127073309	NA	NA	-0.1596162088	0.9808081233	-0.1668664279
V38B	2001	1997	2002	-0.4149886978	0.084640537	NA	NA	-0.1596162088	0.9808081233	-0.1668664279
V38B	2002	1997	2002	-0.1574390111	-0.1386534484	NA	NA	-0.1596162088	0.9808081233	-0.1668664279
V38B	2003	1997	2002	0.1001106756	0.6923346153	-0.5512279588	-0.35	-0.1596162088	0.9808081233	-0.1668664279
V38B	2004	1997	2002	0.3576603622	0.4477147547	-0.014982104	-0.86	-0.1596162088	0.9808081233	-0.1668664279
V38B	2005	1997	2002	0.6152100489	-0.0593794122	NA	0.36	-0.1596162088	0.9808081233	-0.1668664279
V38B	2006	1997	2002	0.8727597356	0.2465914531	1.2703017108	0.96	-0.1596162088	0.9808081233	-0.1668664279
V38B	2007	1997	2002	1.1303094223	NA	1.4630208103	NA	-0.1596162088	0.9808081233	-0.1668664279
V38B	2008	1997	2002	1.3878591089	NA	1.3173813111	0.40	-0.1596162088	0.9808081233	-0.1668664279
V38B	2009	1997	2002	1.6454087956	NA	0.9043146113	1.74	-0.1596162088	0.9808081233	-0.1668664279
V38B	2010	1997	2002	1.9029584823	NA	NA	1.36	-0.1596162088	0.9808081233	-0.1668664279
V39A	2001	1997	2002	1.9029584823	NA	NA	0.09	-0.1496401957	-0.2138201751	-1.4264161708
V39A	2002	1995	2001	0.3576603622	NA	-0.4746214081	0.05	-0.1496401957	-0.2138201751	-1.4264161708
V39A	2003	1995	2001	0.6152100489	NA	-0.2308732923	0.07	-0.1496401957	-0.2138201751	-1.4264161708
V39A	2004	1995	2001	0.8727597356	NA	-0.2796229154	0.85	-0.1496401957	-0.2138201751	-1.4264161708
V39A	2005	1995	2001	1.1303094223	NA	-1.0108672629	-0.39	-0.1496401957	-0.2138201751	-1.4264161708
V4/00	2000	1990	2000	1.1303094223	NA	0.0825171424	1.04	NA	NA	NA
V4/00	2001	1990	2000	1.3878591089	NA	-0.3562294661	0.39	NA	NA	NA
V4/00	2002	1990	2000	1.6454087956	NA	-0.2169448285	0.16	NA	NA	NA
V40A	2001	1998	2001	-0.6725383845	NA	NA	0.35	-0.1596162088	0.1843892577	-0.1668664279
V40A	2002	1998	2001	-0.4149886978	NA	-2.0137166537	-1.19	-0.1596162088	0.1843892577	-0.1668664279
V40A	2003	1998	2001	-0.1574390111	NA	-1.122294973	-1.65	-0.1596162088	0.1843892577	-0.1668664279
V40A	2004	1998	2001	0.1001106756	NA	-1.0805095817	0.12	-0.1596162088	0.1843892577	-0.1668664279
V40A	2005	1998	2001	0.3576603622	NA	-0.5651564225	-0.44	-0.1596162088	0.1843892577	-0.1668664279
V41A	1997	1997	2001	-1.4451874445	-0.0281163736	NA	NA	-0.1296881696	-1.0102390407	-0.1668664279
V41A	1998	1997	2001	-1.1876377578	1.7300137169	NA	NA	-0.1296881696	-1.0102390407	-0.1668664279
V41A	1999	1997	2001	-0.9300880712	0.905890237	NA	NA	-0.1296881696	-1.0102390407	-0.1668664279
V41A	2000	1997	2001	-0.6725383845	-0.1929410696	NA	NA	-0.1296881696	-1.0102390407	-0.1668664279
V41A	2001	1997	2001	-0.4149886978	0.0301132084	-2.0555020449	NA	-0.1296881696	-1.0102390407	-0.1668664279
V41A	2002	1997	2001	-0.1574390111	-0.1898545843	NA	-1.60	-0.1296881696	-1.0102390407	-0.1668664279
V41A	2003	1997	2001	0.1001106756	-0.2572190216	-0.7183695239	-0.31	-0.1296881696	-1.0102390407	-0.1668664279
V41A	2004	1997	2001	0.3576603622	-0.3262880091	NA	-0.57	-0.1296881696	-1.0102390407	-0.1668664279
V41A	2005	1997	2001	0.6152100489	-0.8786233049	-0.0985528865	0.15	-0.1296881696	-1.0102390407	-0.1668664279
V41A	2006	1997	2001	0.8727597356	-1.0720061148	0.4082279996	-1.72	-0.1296881696	-1.0102390407	-0.1668664279
V41A	2007	1997	2001	1.1303094223	NA	NA	NA	-0.1296881696	-1.0102390407	-0.1668664279
V41A	2008	1997	2001	1.3878591089	NA	-0.0546691722	0.51	-0.1296881696	-1.0102390407	-0.1668664279
V42A	1998	1998	2001	-1.4451874445	0.5212992797	NA	NA	-0.1496401957	-0.2138201751	-0.7966412994
V42A	1999	1998	2001	-1.1876377578	1.6750721516	NA	NA	-0.1496401957	-0.2138201751	-0.7966412994
V42A	2000	1998	2001	-0.9300880712	2.0047215436	NA	NA	-0.1496401957	-0.2138201751	-0.7966412994
V42A	2001	1998	2001	-0.6725383845	1.2904811943	-2.3549640158	NA	-0.1496401957	-0.2138201751	-0.7966412994
V42A	2002	1998	2001	-0.4149886978	0.2465914531	NA	-4.09	-0.1496401957	-0.2138201751	-0.7966412994
V42A	2003	1998	2001	-0.1574390111	0.4663577144	NA	NA	-0.1496401957	-0.2138201751	-0.7966412994
V42A	2004	1998	2001	0.1001106756	0.0817667571	NA	NA	-0.1496401957	-0.2138201751	-0.7966412994
V42A	2005	1998	2001	0.3576603622	-0.1929410696	NA	NA	-0.1496401957	-0.2138201751	-0.7966412994
V42A	2006	1998	2001	0.6152100489	-1.4016555068	NA	NA	-0.1496401957	-0.2138201751	-0.7966412994
V43A	2001	1996	2001	-0.1574390111	NA	-1.6376481321	NA	-0.1795682349	0.9808081233	0.4629084435
V43A	2002	1996	2001	0.1001106756	NA	-1.2755080743	NA	-0.1795682349	0.9808081233	0.4629084435
V44A	1996	1996	2001	-1.4451874445	-2.1708374214	NA	NA	-0.1396641827	-0.6120296079	0.4629084435
V44A	1997	1996	2001	-1.1876377578	3.1035528502	NA	NA	-0.1396641827	-0.6120296079	0.4629084435
V44A	1998	1996	2001	-0.9300880712	-1.2917723761	NA	NA	-0.1396641827	-0.6120296079	0.4629084435
V44A	1999	1996	2001	-0.6725383845	0.0817667571	NA	NA	-0.1396641827	-0.6120296079	0.4629084435
V44A	2000	1996	2001	-0.4149886978	0.576240845	NA	NA	-0.1396641827	-0.6120296079	0.4629084435
V44A	2001	1996	2001	-0.1574390111	-1.2368308108	-1.9162174073	0.95	-0.1396641827	-0.6120296079	0.4629084435
V44A	2002	1996	2001	0.1001106756	-0.9621229842	NA	-1.35	-0.1396641827	-0.6120296079	0.4629084435
V44A	2003	1996	2001	0.3576603622	0.0268251918	-0.3562294661	0.49	-0.1396641827	-0.6120296079	0.4629084435
V44A	2004	1996	2001	0.6152100489	-0.9071814188	-0.2796229154	0.83	-0.1396641827	-0.6120296079	0.4629084435
V44A	2005	1996	2001	0.8727597356	-1.5664802028	0.0894813743	0.50	-0.1396641827	-0.6120296079	0.4629084435
V44A	2006	1996	2001	1.1303094223	NA	NA	-1.23	-0.1396641827	-0.6120296079	0.4629084435
V45A	1997	1997	2001	-1.4451874445	-0.3028242002	NA	NA	-0.1795682349	0.9808081233	-1.4264161708
V45A	1998	1997	2001	-1.1876377578	1.5102474556	NA	NA	-0.1795682349	0.9808081233	-1.4264161708
V45A	1999	1997	2001	-0.9300880712	0.3564745837	NA	NA	-0.1795682349	0.9808081233	-1.4264161708
V45A	2000	1997	2001	-0.6725383845	0.1916498877	NA	NA	-0.1795682349	0.9808081233	-1.4264161708
V45A	2001	1997	2001	-0.4149886978	-0.5404116	NA	-0.71	-0.1795682349	0.9808081233	-1.4264161708
V45A	2002	1997	2001	-0.1574390111	0.1015351823	NA	-1.23	-0.1795682349	0.9808081233	-1.4264161708
V45A	2003	1997	2001	0.1001106756	0.0976507178	NA	0.48	-0.1795682349	0.9808081233	-1.4264161708
V45A	2004	1997	2001	0.3576603622	-0.7129231406	-0.5721206544	1.16	-0.1795682349	0.9808081233	-1.4264161708
V45A	2005	1997	2001	0.6152100489	-0.7049305556	-0.2239090604	-0.73	-0.1795682349	0.9808081233	-1.4264161708
V45A	2006	1997	2001	0.8727597356	NA	NA	0.94	-0.1795682349	0.9808081233	-1.4264161708
V46A	1991	1991	2001	-1.4451874445	-1.3467139415	NA	NA	-0.1496401957	-0.2138201751	1.092683315
V46A	1992	1991	2001	-1.1876377578	1.6750721516	NA	NA	-0.1496401957	-0.2138201751	1.092683315
V46A	1993	1991	2001	-0.9300880712	1.2904811943	NA	NA	-0.1496401957	-0.2138201751	1.092683315
V46A	1994	1991	2001	-0.6725383845	0.4114161491	NA	NA	-0.1496401957	-0.2138201751	1.092683315
V46A	1995	1991	2001	-0.4149886978	0.1916498877	NA	NA	-0.1496401957	-0.2138201751	1.092683315
V46A	1996	1991	2001	-0.1574390111	-0.1379995042	NA	NA	-0.1496401957	-0.2138201751	1.092683315
V46A	1997	1991	2001	0.1001106756	-0.3028242002	NA	NA	-0.1496401957	-0.2138201751	1.092683315
V46A	1998	1991	2001	0.3576603622	-1.0720061148	NA	NA	-0.1496401957	-0.2138201751	1.092683315
V46A	1999	1991	2001	0.6152100489	-0.8522398535	NA	NA	-0.1496401957	-0.2138201751	1.092683315
V46A	2000	1991	2001	0.8727597356	-0.4127073309	NA	NA	-0.1496401957	-0.2138201751	1.092683315
V46A	2001	1991	2001	1.1303094223	-1.4565970721	0.5421564465	0.28	-0.1496401957	-0.2138201751	1.092683315
V46A	2002	1991	2001	1.3878591089	-1.5115386374	0.7232264754	-1.04	-0.1496401957	-0.2138201751	1.092683315
V46A	2003	1991	2001	1.6454087956	-1.6763633334	1.0435811419	-0.29	-0.1496401957	-0.2138201751	1.092683315
V46A	2004	1991	2001	1.9029584823	-2.4840043438	0.047695983	1.65	-0.1496401957	-0.2138201751	1.092683315
V46A	2005	1991	2001	2.160508169	-2.8850777707	0.4237645045	-0.02	-0.1496401957	-0.2138201751	1.092683315
V47A	1991	1991	2001	-1.4451874445	-1.1269476801	NA	NA	-0.1197121566	-1.4084484735	1.7224581865
V47A	1992	1991	2001	-1.1876377578	2.1695462396	NA	NA	-0.1197121566	-1.4084484735	1.7224581865
V47A	1993	1991	2001	-0.9300880712	-0.6324735922	NA	NA	-0.1197121566	-1.4084484735	1.7224581865
V47A	1994	1991	2001	-0.6725383845	0.905890237	NA	NA	-0.1197121566	-1.4084484735	1.7224581865
V47A	1995	1991	2001	-0.4149886978	-0.0830579389	NA	NA	-0.1197121566	-1.4084484735	1.7224581865
V47A	1996	1991	2001	-0.1574390111	-0.7972982882	NA	NA	-0.1197121566	-1.4084484735	1.7224581865
V47A	1997	1991	2001	0.1001106756	-0.0830579389	NA	NA	-0.1197121566	-1.4084484735	1.7224581865
V47A	1998	1991	2001	0.3576603622	-1.1269476801	NA	NA	-0.1197121566	-1.4084484735	1.7224581865
V47A	1999	1991	2001	0.6152100489	-0.2478826349	NA	NA	-0.1197121566	-1.4084484735	1.7224581865
V47A	2000	1991	2001	0.8727597356	-0.5225904615	NA	NA	-0.1197121566	-1.4084484735	1.7224581865
V47A	2001	1991	2001	1.1303094223	-1.1818892455	1.1619730839	-0.22	-0.1197121566	-1.4084484735	1.7224581865
V47A	2002	1991	2001	1.3878591089	-1.6214217681	1.4405423591	0.07	-0.1197121566	-1.4084484735	1.7224581865
V47A	2003	1991	2001	1.6454087956	-1.4565970721	1.4753635185	0.56	-0.1197121566	-1.4084484735	1.7224581865
V47A	2004	1991	2001	1.9029584823	NA	0.9321534318	1.38	-0.1197121566	-1.4084484735	1.7224581865
V47A	2005	1991	2001	2.160508169	NA	1.155008852	0.75	-0.1197121566	-1.4084484735	1.7224581865
V48A	2001	1997	2001	-0.4149886978	NA	-1.7978254654	NA	-0.1895442479	1.3790175561	0.4629084435
V48A	2002	1997	2001	-0.1574390111	NA	NA	-1.11	-0.1895442479	1.3790175561	0.4629084435
V48A	2003	1997	2001	0.1001106756	NA	-0.5303352631	0.21	-0.1895442479	1.3790175561	0.4629084435
V49A	1994	1994	2001	-1.4451874445	-0.7423567228	NA	NA	-0.1496401957	-0.2138201751	-1.4264161708
V49A	1995	1994	2001	-1.1876377578	2.4442540662	NA	NA	-0.1496401957	-0.2138201751	-1.4264161708
V49A	1996	1994	2001	-0.9300880712	0.3015330184	NA	NA	-0.1496401957	-0.2138201751	-1.4264161708
V49A	1997	1994	2001	-0.6725383845	0.0817667571	NA	NA	-0.1496401957	-0.2138201751	-1.4264161708
V49A	1998	1994	2001	-0.4149886978	-0.0513458773	NA	NA	-0.1496401957	-0.2138201751	-1.4264161708
V49A	1999	1994	2001	-0.1574390111	-1.0178809442	NA	NA	-0.1496401957	-0.2138201751	-1.4264161708
V49A	2000	1994	2001	0.1001106756	-0.8877228437	NA	NA	-0.1496401957	-0.2138201751	-1.4264161708
V49A	2001	1994	2001	0.3576603622	-0.6722043619	-1.4496138713	NA	-0.1496401957	-0.2138201751	-1.4264161708
V49A	2002	1994	2001	0.6152100489	-0.6946823119	-0.9342607122	-1.10	-0.1496401957	-0.2138201751	-1.4264161708
V49A	2003	1994	2001	0.8727597356	-0.4606629599	-0.4606929443	-0.86	-0.1496401957	-0.2138201751	-1.4264161708
V49A	2004	1994	2001	1.1303094223	-1.2605985316	-0.3910506255	-0.45	-0.1496401957	-0.2138201751	-1.4264161708
V49A	2005	1994	2001	1.3878591089	-1.6214217681	-0.0915886546	-0.60	-0.1496401957	-0.2138201751	-1.4264161708
V49A	2006	1994	2001	1.6454087956	-1.4565970721	-0.2231221022	-1.32	-0.1496401957	-0.2138201751	-1.4264161708
V49A	2007	1994	2001	1.9029584823	NA	-0.1963968623	NA	-0.1496401957	-0.2138201751	-1.4264161708
V50A	1997	1997	2001	-1.4451874445	0.0817667571	NA	NA	-0.1496401957	-0.2138201751	0.4629084435
V50A	1998	1997	2001	-1.1876377578	1.7849552823	NA	NA	-0.1496401957	-0.2138201751	0.4629084435
V50A	1999	1997	2001	-0.9300880712	0.6311824104	NA	NA	-0.1496401957	-0.2138201751	0.4629084435
V50A	2000	1997	2001	-0.6725383845	0.3564745837	NA	NA	-0.1496401957	-0.2138201751	0.4629084435
V50A	2001	1997	2001	-0.4149886978	0.8421333644	-1.3381861613	NA	-0.1496401957	-0.2138201751	0.4629084435
V50A	2002	1997	2001	-0.1574390111	1.0154867364	-0.3771221617	-0.70	-0.1496401957	-0.2138201751	0.4629084435
V50A	2003	1997	2001	0.1001106756	1.1301048267	0.5421564465	0.16	-0.1496401957	-0.2138201751	0.4629084435
V50A	2004	1997	2001	0.3576603622	0.0604097343	NA	0.57	-0.1496401957	-0.2138201751	0.4629084435
V50A	2005	1997	2001	0.6152100489	-0.6874151575	1.5658985329	-0.28	-0.1496401957	-0.2138201751	0.4629084435
V50A	2006	1997	2001	0.8727597356	-1.6214217681	1.0810800484	0.94	-0.1496401957	-0.2138201751	0.4629084435
V50A	2007	1997	2001	1.1303094223	NA	1.8676726288	NA	-0.1496401957	-0.2138201751	0.4629084435
V51A	1996	1996	2001	-1.4451874445	0.3564745837	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V51A	1997	1996	2001	-1.1876377578	2.6640203275	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V51A	1998	1996	2001	-0.9300880712	1.5102474556	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V51A	1999	1996	2001	-0.6725383845	0.7960071064	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V51A	2000	1996	2001	-0.4149886978	-0.3840520968	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V51A	2001	1996	2001	-0.1574390111	0.3260641372	-1.1362234367	NA	-0.1596162088	0.1843892577	0.4629084435
V51A	2002	1996	2001	0.1001106756	-0.3415855703	-0.4676571762	-0.20	-0.1596162088	0.1843892577	0.4629084435
V51A	2003	1996	2001	0.3576603622	0.3946796098	0.3471579538	0.67	-0.1596162088	0.1843892577	0.4629084435
V51A	2004	1996	2001	0.6152100489	-0.6101637756	0.9391176637	0.93	-0.1596162088	0.1843892577	0.4629084435
V51A	2005	1996	2001	0.8727597356	-0.9292816144	0.9739388231	1.43	-0.1596162088	0.1843892577	0.4629084435
V51A	2006	1996	2001	1.1303094223	-1.4016555068	1.0091235154	0.96	-0.1596162088	0.1843892577	0.4629084435
V51A	2008	1996	2001	1.6454087956	NA	1.1748534307	-0.33	-0.1596162088	0.1843892577	0.4629084435
V52A	2002	1996	2001	0.1001106756	NA	-0.363193698	-0.19	-0.1596162088	0.1843892577	0.4629084435
V52A	2003	1996	2001	0.3576603622	NA	NA	0.76	-0.1596162088	0.1843892577	0.4629084435
V53A	1998	1998	2001	-1.4451874445	1.4553058903	NA	NA	-0.1795682349	0.9808081233	-0.7966412994
V53A	1999	1998	2001	-1.1876377578	1.1256564983	NA	NA	-0.1795682349	0.9808081233	-0.7966412994
V53A	2000	1998	2001	-0.9300880712	1.1805980637	NA	NA	-0.1795682349	0.9808081233	-0.7966412994
V53A	2001	1998	2001	-0.6725383845	-0.035372647	NA	1.19	-0.1795682349	0.9808081233	-0.7966412994
V53A	2002	1998	2001	-0.4149886978	0.3449405753	-1.7212189147	-1.23	-0.1795682349	0.9808081233	-0.7966412994
V53A	2003	1998	2001	-0.1574390111	0.501706515	-0.7601549152	1.13	-0.1795682349	0.9808081233	-0.7966412994
V53A	2004	1998	2001	0.1001106756	-0.1133305396	NA	0.49	-0.1795682349	0.9808081233	-0.7966412994
V53A	2005	1998	2001	0.3576603622	-0.1929410696	NA	-0.31	-0.1795682349	0.9808081233	-0.7966412994
V53A	2006	1998	2001	0.6152100489	-0.3028242002	0.6006211731	0.93	-0.1795682349	0.9808081233	-0.7966412994
V53A	2007	1998	2001	0.8727597356	NA	1.2938143504	NA	-0.1795682349	0.9808081233	-0.7966412994
V53A	2008	1998	2001	1.1303094223	NA	NA	-1.54	-0.1795682349	0.9808081233	-0.7966412994
V53A	2009	1998	2001	1.3878591089	NA	0.6251868047	2.06	-0.1795682349	0.9808081233	-0.7966412994
V54A	1996	1996	2001	-1.4451874445	-0.3028242002	NA	NA	-0.1795682349	0.9808081233	-2.0561910423
V54A	1997	1996	2001	-1.1876377578	3.2683775462	NA	NA	-0.1795682349	0.9808081233	-2.0561910423
V54A	1998	1996	2001	-0.9300880712	-0.0281163736	NA	NA	-0.1795682349	0.9808081233	-2.0561910423
V54A	1999	1996	2001	-0.6725383845	-0.0281163736	NA	NA	-0.1795682349	0.9808081233	-2.0561910423
V54A	2000	1996	2001	-0.4149886978	-0.4703264076	NA	NA	-0.1795682349	0.9808081233	-2.0561910423
V54A	2001	1996	2001	-0.1574390111	-0.2632261584	NA	-0.77	-0.1795682349	0.9808081233	-2.0561910423
V54A	2002	1996	2001	0.1001106756	-0.4263404602	-1.0387241904	-1.10	-0.1795682349	0.9808081233	-2.0561910423
V54A	2003	1996	2001	0.3576603622	0.257685807	-0.5860491182	0.12	-0.1795682349	0.9808081233	-2.0561910423
V54A	2004	1996	2001	0.6152100489	-0.8534209952	-0.4815856399	-0.26	-0.1795682349	0.9808081233	-2.0561910423
V54A	2005	1996	2001	0.8727597356	-1.0032215872	0.22180178	-3.48	-0.1795682349	0.9808081233	-2.0561910423
V54A	2006	1996	2001	1.1303094223	-1.6214217681	0.4215296825	0.24	-0.1795682349	0.9808081233	-2.0561910423
V54A	2008	1996	2001	1.6454087956	NA	0.4621367258	-2.05	-0.1795682349	0.9808081233	-2.0561910423
V54A	2009	1996	2001	1.9029584823	NA	0.2209598043	0.89	-0.1795682349	0.9808081233	-2.0561910423
V54A	2010	1996	2001	2.160508169	NA	-0.921832344	-1.23	-0.1795682349	0.9808081233	-2.0561910423
V54A	2011	1996	2001	2.4180578557	NA	-0.075790991	-1.51	-0.1795682349	0.9808081233	-2.0561910423
V54A	2012	1996	2001	2.6756075423	NA	0.0584020966	-0.33	-0.1795682349	0.9808081233	-2.0561910423
V55A	1995	1995	2001	-1.4451874445	-0.4127073309	NA	NA	-0.1596162088	0.1843892577	-0.1668664279
V55A	1996	1995	2001	-1.1876377578	0.905890237	NA	NA	-0.1596162088	0.1843892577	-0.1668664279
V55A	1997	1995	2001	-0.9300880712	1.0157733677	NA	NA	-0.1596162088	0.1843892577	-0.1668664279
V55A	1998	1995	2001	-0.6725383845	0.3564745837	NA	NA	-0.1596162088	0.1843892577	-0.1668664279
V55A	1999	1995	2001	-0.4149886978	0.0267598406	NA	NA	-0.1596162088	0.1843892577	-0.1668664279
V55A	2000	1995	2001	-0.1574390111	-0.5123830594	NA	NA	-0.1596162088	0.1843892577	-0.1668664279
V55A	2001	1995	2001	0.1001106756	-0.1415185598	-1.1919372918	0.08	-0.1596162088	0.1843892577	-0.1668664279
V55A	2002	1995	2001	0.3576603622	-0.3173448115	NA	-0.37	-0.1596162088	0.1843892577	-0.1668664279
V55A	2003	1995	2001	0.6152100489	0.27379402	NA	NA	-0.1596162088	0.1843892577	-0.1668664279
V55A	2004	1995	2001	0.8727597356	-0.1119755889	NA	-0.13	-0.1596162088	0.1843892577	-0.1668664279
V55A	2005	1995	2001	1.1303094223	-0.8641032891	NA	1.36	-0.1596162088	0.1843892577	-0.1668664279
V55A	2006	1995	2001	1.3878591089	-1.4565970721	NA	1.02	-0.1596162088	0.1843892577	-0.1668664279
V57A	2000	1990	2001	1.1303094223	NA	NA	1.63	-0.1054607094	-2.3722309261	2.0149947487
V57A	2001	1990	2001	1.3878591089	NA	0.9948315187	0.40	-0.1054607094	-2.3722309261	2.0149947487
V57A	2002	1990	2001	1.6454087956	NA	0.3889433451	-0.27	-0.1054607094	-2.3722309261	2.0149947487
V57A	2003	1990	2001	1.9029584823	NA	0.9112607362	2.32	-0.1054607094	-2.3722309261	2.0149947487
V6/00	2000	1992	2000	0.6152100489	NA	0.7998330261	0.37	-0.1197121566	-1.4084484735	0.4629084435
V6/00	2001	1992	2000	0.8727597356	NA	0.980903055	-0.31	-0.1197121566	-1.4084484735	0.4629084435
V6/00	2002	1992	2000	1.1303094223	NA	1.1689373157	0.29	-0.1197121566	-1.4084484735	0.4629084435
V6/98	2000	1993	1998	0.3576603622	NA	-0.3144440748	0.83	-0.1328804938	-1.0862771265	-0.0205981468
V6/98	2001	1993	1998	0.6152100489	NA	0.0268032873	0.31	-0.1328804938	-1.0862771265	-0.0205981468
V6/98	2002	1993	1998	0.8727597356	NA	0.2705514031	0.02	-0.1328804938	-1.0862771265	-0.0205981468
V7/98	2000	1991	1998	0.8727597356	NA	0.9112607362	-0.16	-0.1353412437	-0.9210824239	-2.0561910423
V7/98	2001	1991	1998	1.1303094223	NA	1.2316154027	0.12	-0.1353412437	-0.9210824239	-2.0561910423
V7/98	2002	1991	1998	1.3878591089	NA	1.7678612575	0.04	-0.1353412437	-0.9210824239	-2.0561910423
V7/98	2003	1991	1998	1.6454087956	NA	2.2205363297	0.81	-0.1353412437	-0.9210824239	-2.0561910423
V7/98	2004	1991	1998	1.9029584823	NA	1.2385796345	2.23	-0.1353412437	-0.9210824239	-2.0561910423
V7/98	2005	1991	1998	2.160508169	NA	NA	1.15	-0.1353412437	-0.9210824239	-2.0561910423
V8/98	2000	1992	1998	0.6152100489	NA	0.3680506495	0.11	-0.134222721	-0.8560031286	-2.0561910423
V8/98	2001	1992	1998	0.8727597356	NA	0.3332294901	-0.06	-0.134222721	-0.8560031286	-2.0561910423
V8/98	2002	1992	1998	1.1303094223	NA	0.8555468811	-1.54	-0.134222721	-0.8560031286	-2.0561910423
V9/98	1992	1992	1998	-1.4451874445	-2.0609542907	NA	NA	-0.2013340815	1.2990556343	2.0149947487
V9/98	1993	1992	1998	-1.1876377578	2.4442540662	NA	NA	-0.2013340815	1.2990556343	2.0149947487
V9/98	1994	1992	1998	-0.9300880712	1.5102474556	NA	NA	-0.2013340815	1.2990556343	2.0149947487
V9/98	1995	1992	1998	-0.6725383845	1.4553058903	NA	NA	-0.2013340815	1.2990556343	2.0149947487
V9/98	1996	1992	1998	-0.4149886978	0.0268251918	NA	NA	-0.2013340815	1.2990556343	2.0149947487
V9/98	1997	1992	1998	-0.1574390111	0.741065541	NA	NA	-0.2013340815	1.2990556343	2.0149947487
V9/98	1998	1992	1998	0.1001106756	0.3564745837	NA	NA	-0.2013340815	1.2990556343	2.0149947487
V9/98	1999	1992	1998	0.3576603622	-0.0830579389	NA	NA	-0.2013340815	1.2990556343	2.0149947487
V9/98	2000	1992	1998	0.6152100489	0.0268251918	NA	0.21	-0.2013340815	1.2990556343	2.0149947487
V9/98	2001	1992	1998	0.8727597356	-0.4127073309	NA	0.16	-0.2013340815	1.2990556343	2.0149947487
V9/98	2002	1992	1998	1.1303094223	-1.2368308108	NA	0.73	-0.2013340815	1.2990556343	2.0149947487
V9/98	2003	1992	1998	1.3878591089	-1.4016555068	NA	1.06	-0.2013340815	1.2990556343	2.0149947487
V9/98	2004	1992	1998	1.6454087956	-2.1708374214	NA	1.33	-0.2013340815	1.2990556343	2.0149947487
V9/98	2005	1992	1998	1.9029584823	-2.5554283787	NA	1.24	-0.2013340815	1.2990556343	2.0149947487
