id	year	cohort	captureyr	st_age	st_annulusl	st_weight	st_logepg	st_H	st_Hst	st_Hst_MHC
O03I	2010	2003	2009	0.3576603622	NA	-0.3367846343	0.76	-0.1537968678	-0.0897418487	0.5034268838
O03I	2011	2003	2009	0.6152100489	NA	0.3950266017	-0.47	-0.1537968678	-0.0897418487	0.5034268838
O03I	2012	2003	2009	0.8727597356	NA	0.7674354194	NA	-0.1537968678	-0.0897418487	0.5034268838
V01A	1996	1996	2001	-1.4451874445	1.0157733677	NA	NA	-0.1296881696	-1.0102390407	1.092683315
V01A	1997	1996	2001	-1.1876377578	1.8948384129	NA	NA	-0.1296881696	-1.0102390407	1.092683315
V01A	1998	1996	2001	-0.9300880712	0.1367083224	NA	NA	-0.1296881696	-1.0102390407	1.092683315
V01A	1999	1996	2001	-0.6725383845	-0.1929410696	NA	NA	-0.1296881696	-1.0102390407	1.092683315
V01A	2000	1996	2001	-0.4149886978	0.1406223725	NA	NA	-0.1296881696	-1.0102390407	1.092683315
V01A	2001	1996	2001	-0.1574390111	0.7894886067	-0.9272964803	-0.18	-0.1296881696	-1.0102390407	1.092683315
V01A	2002	1996	2001	0.1001106756	0.4628098688	0.0268032873	-0.08	-0.1296881696	-1.0102390407	1.092683315
V01A	2003	1996	2001	0.3576603622	0.6623713632	NA	-0.22	-0.1296881696	-1.0102390407	1.092683315
V01A	2004	1996	2001	0.6152100489	-0.9890275366	NA	1.39	-0.1296881696	-1.0102390407	1.092683315
V01A	2005	1996	2001	0.8727597356	-1.8643630674	1.3012577215	0.39	-0.1296881696	-1.0102390407	1.092683315
V01A	2006	1996	2001	1.1303094223	-1.4565970721	1.4733153379	1.42	-0.1296881696	-1.0102390407	1.092683315
V01A	2007	1996	2001	1.3878591089	NA	1.6539375667	-2.10	-0.1296881696	-1.0102390407	1.092683315
V01B	2002	1996	2001	1.6454087956	NA	NA	NA	-0.1795682349	0.9808081233	-0.7966412994
V01B	2005	1996	2001	1.9029584823	NA	NA	1.14	-0.5486807177	0.9808081233	-0.7966412994
V01C	1998	1998	2003	-1.4451874445	-0.3577657655	NA	NA	NA	NA	NA
V01C	1999	1998	2003	-1.1876377578	1.1805980637	NA	NA	NA	NA	NA
V01C	2000	1998	2003	-0.9300880712	1.565189021	NA	NA	NA	NA	NA
V01C	2001	1998	2003	-0.6725383845	1.235539629	NA	NA	NA	NA	NA
V01C	2002	1998	2003	-0.4149886978	1.0135561478	NA	NA	NA	NA	NA
V01C	2003	1998	2003	-0.1574390111	1.1796471312	-0.8785468571	NA	NA	NA	NA
V01C	2004	1998	2003	0.1001106756	0.4881966899	-0.4467644805	NA	NA	NA	NA
V01C	2005	1998	2003	0.3576603622	-0.8435988016	0.0546602149	-0.07	NA	NA	NA
V01C	2006	1998	2003	0.6152100489	NA	NA	2.20	NA	NA	NA
V01C	2007	1998	2003	0.8727597356	NA	NA	-0.66	NA	NA	NA
V01J	2005	2005	2010	-1.4451874445	0.6312005361	NA	NA	-0.1565931745	-0.0280107565	-0.1668664279
V01J	2006	2005	2010	-1.1876377578	0.9141605438	NA	NA	-0.1565931745	-0.0280107565	-0.1668664279
V01J	2007	2005	2010	-0.9300880712	0.5681308756	NA	NA	-0.1565931745	-0.0280107565	-0.1668664279
V01J	2008	2005	2010	-0.6725383845	0.2778014473	NA	NA	-0.1565931745	-0.0280107565	-0.1668664279
V01J	2009	2005	2010	-0.4149886978	0.0808718835	NA	NA	-0.1565931745	-0.0280107565	-0.1668664279
V01J	2010	2005	2010	-0.1574390111	0.0351688994	-1.0413016526	0.29	-0.1565931745	-0.0280107565	-0.1668664279
V01J	2011	2005	2010	0.1001106756	0.7983711891	-0.5573209652	0.09	-0.1565931745	-0.0280107565	-0.1668664279
V01J	2012	2005	2010	0.3576603622	NA	0.047505163	-0.43	-0.1565931745	-0.0280107565	-0.1668664279
V01L	2012	2005	2012	0.3576603622	NA	NA	-0.39	NA	NA	NA
V02B	2002	1995	2002	0.3576603622	NA	-0.3005156111	NA	-0.1396641827	-0.6120296079	-0.7966412994
V02C	1996	1996	2003	-1.4451874445	-0.1379995042	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V02C	1997	1996	2003	-1.1876377578	3.1584944155	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V02C	1998	1996	2003	-0.9300880712	1.0157733677	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V02C	1999	1996	2003	-0.6725383845	1.1256564983	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V02C	2000	1996	2003	-0.4149886978	0.9597799063	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V02C	2001	1996	2003	-0.1574390111	0.5532365982	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V02C	2002	1996	2003	0.1001106756	1.0692112843	NA	NA	-0.1596162088	0.1843892577	0.4629084435
V02C	2003	1996	2003	0.3576603622	1.017602542	0.7510834029	-0.28	-0.1596162088	0.1843892577	0.4629084435
V02C	2004	1996	2003	0.6152100489	-0.1253971458	0.6744768522	-0.07	-0.1596162088	0.1843892577	0.4629084435
V02C	2005	1996	2003	0.8727597356	-0.9621229842	1.0853665332	0.21	-0.1596162088	0.1843892577	0.4629084435
V02C	2006	1996	2003	1.1303094223	-1.0170645495	1.1958958573	-0.04	-0.1596162088	0.1843892577	0.4629084435
V02C	2007	1996	2003	1.3878591089	NA	-0.1764150882	-1.40	-0.1596162088	0.1843892577	0.4629084435
V02J	2005	2005	2012	-1.4451874445	0.9420689502	NA	NA	-0.1370989222	-0.7740717307	-0.7966412994
V02J	2006	2005	2012	-1.1876377578	0.6110230468	NA	NA	-0.1370989222	-0.7740717307	-0.7966412994
V02J	2007	2005	2012	-0.9300880712	0.0394897796	NA	NA	-0.1370989222	-0.7740717307	-0.7966412994
V02J	2008	2005	2012	-0.6725383845	-0.1115493855	NA	NA	-0.1370989222	-0.7740717307	-0.7966412994
V02J	2009	2005	2012	-0.4149886978	-0.3942094522	NA	NA	-0.1370989222	-0.7740717307	-0.7966412994
V02J	2010	2005	2012	-0.1574390111	-0.5667821459	-1.3187253117	NA	-0.1370989222	-0.7740717307	-0.7966412994
V02J	2011	2005	2012	0.1001106756	-1.5682443433	-0.4688118458	-0.47	-0.1370989222	-0.7740717307	-0.7966412994
V02J	2012	2005	2012	0.3576603622	NA	0.4232031874	-1.56	-0.1370989222	-0.7740717307	-0.7966412994
V02L	2004	2004	2012	-1.4451874445	1.014403611	NA	NA	NA	NA	NA
V02L	2005	2004	2012	-1.1876377578	1.1752885922	NA	NA	NA	NA	NA
V02L	2006	2004	2012	-0.9300880712	0.8686580236	NA	NA	NA	NA	NA
V02L	2007	2004	2012	-0.6725383845	1.0661157873	NA	NA	NA	NA	NA
V02L	2008	2004	2012	-0.4149886978	0.8203565162	NA	NA	NA	NA	NA
V02L	2009	2004	2012	-0.1574390111	0.3683487626	NA	NA	NA	NA	NA
V02L	2010	2004	2012	0.1001106756	0.1382037116	NA	-1.32	NA	NA	NA
V02L	2011	2004	2012	0.3576603622	-0.102964962	NA	NA	NA	NA	NA
V02L	2012	2004	2012	0.6152100489	NA	1.6198567051	-0.49	NA	NA	NA
V03B	1998	1998	2002	-1.4451874445	1.6201305863	NA	NA	-0.199520261	1.7772269889	-0.7966412994
V03B	1999	1998	2002	-1.1876377578	1.400364325	NA	NA	-0.199520261	1.7772269889	-0.7966412994
V03B	2000	1998	2002	-0.9300880712	0.3564745837	NA	NA	-0.199520261	1.7772269889	-0.7966412994
V03B	2001	1998	2002	-0.6725383845	0.3564745837	NA	NA	-0.199520261	1.7772269889	-0.7966412994
V03B	2002	1998	2002	-0.4149886978	0.7708771457	-1.5331846539	NA	-0.199520261	1.7772269889	-0.7966412994
V03B	2003	1998	2002	-0.1574390111	1.225712672	-0.6208702776	0.76	-0.199520261	1.7772269889	-0.7966412994
V03B	2004	1998	2002	0.1001106756	0.9800376373	-0.3074798429	-0.24	-0.199520261	1.7772269889	-0.7966412994
V03B	2005	1998	2002	0.3576603622	-0.2478826349	0.4585856639	0.50	-0.199520261	1.7772269889	-0.7966412994
V03B	2006	1998	2002	0.6152100489	-0.2478826349	0.8407158529	0.88	-0.199520261	1.7772269889	-0.7966412994
V03B	2007	1998	2002	0.8727597356	NA	0.9925221794	-0.54	-0.199520261	1.7772269889	-0.7966412994
V03B	2008	1998	2002	1.1303094223	NA	0.9335824922	NA	-0.199520261	1.7772269889	-0.7966412994
V03B	2009	1998	2002	1.3878591089	NA	1.0554078005	0.91	-0.199520261	1.7772269889	-0.7966412994
V03B	2010	1998	2002	1.6454087956	NA	0.766096894	0.14	-0.199520261	1.7772269889	-0.7966412994
V03B	2011	1998	2002	1.9029584823	NA	0.7179831052	0.00	-0.199520261	1.7772269889	-0.7966412994
V03B	2012	1998	2002	2.160508169	NA	1.3166772273	0.88	-0.199520261	1.7772269889	-0.7966412994
V03C	1994	1992	2003	-0.9300880712	1.0157733677	NA	NA	-0.1332906188	-0.8535133863	0.1128288188
V03C	1995	1992	2003	-0.6725383845	0.2465914531	NA	NA	-0.1332906188	-0.8535133863	0.1128288188
V03C	1996	1992	2003	-0.4149886978	-0.2600320512	NA	NA	-0.1332906188	-0.8535133863	0.1128288188
V03C	1997	1992	2003	-0.1574390111	0.8585440747	NA	NA	-0.1332906188	-0.8535133863	0.1128288188
V03C	1998	1992	2003	0.1001106756	0.5401705416	NA	NA	-0.1332906188	-0.8535133863	0.1128288188
V03C	1999	1992	2003	0.3576603622	0.2324174859	NA	NA	-0.1332906188	-0.8535133863	0.1128288188
V03C	2000	1992	2003	0.6152100489	-0.2891490833	NA	NA	-0.1332906188	-0.8535133863	0.1128288188
V03C	2001	1992	2003	0.8727597356	-0.4877144917	NA	NA	-0.1332906188	-0.8535133863	0.1128288188
V03C	2002	1992	2003	1.1303094223	-0.8538762701	NA	NA	-0.1332906188	-0.8535133863	0.1128288188
V03C	2003	1992	2003	1.3878591089	-1.5283943016	0.5978703015	1.14	-0.1332906188	-0.8535133863	0.1128288188
V03C	2004	1992	2003	1.6454087956	-2.3329039793	-0.2726586835	1.70	-0.1332906188	-0.8535133863	0.1128288188
V03C	2005	1992	2003	1.9029584823	-3.0138548309	NA	0.04	-0.1332906188	-0.8535133863	0.1128288188
V03C	2006	1992	2003	2.160508169	NA	NA	2.38	-0.1332906188	-0.8535133863	0.1128288188
V03G	2000	2000	2007	-1.4451874445	-0.5390729311	NA	NA	-0.1396641827	-0.6120296079	1.092683315
V03G	2001	2000	2007	-1.1876377578	1.4882708295	NA	NA	-0.1396641827	-0.6120296079	1.092683315
V03G	2002	2000	2007	-0.9300880712	0.3619687403	NA	NA	-0.1396641827	-0.6120296079	1.092683315
V03G	2003	2000	2007	-0.6725383845	-0.5335787746	NA	NA	-0.1396641827	-0.6120296079	1.092683315
V03G	2004	2000	2007	-0.4149886978	-0.4319368787	NA	NA	-0.1396641827	-0.6120296079	1.092683315
V03G	2005	2000	2007	-0.1574390111	-0.1901939913	NA	NA	-0.1396641827	-0.6120296079	1.092683315
V03G	2006	2000	2007	0.1001106756	-0.0363576084	NA	NA	-0.1396641827	-0.6120296079	1.092683315
V03G	2007	2000	2007	0.3576603622	NA	-0.0467355192	-1.16	-0.1396641827	-0.6120296079	1.092683315
V03G	2008	2000	2007	0.6152100489	NA	0.2972035186	NA	-0.1396641827	-0.6120296079	1.092683315
V03G	2009	2000	2007	0.8727597356	NA	-0.4092147351	1.87	-0.1396641827	-0.6120296079	1.092683315
V03G	2010	2000	2007	1.1303094223	NA	0.3465952439	-0.79	-0.1396641827	-0.6120296079	1.092683315
V03G	2011	2000	2007	1.3878591089	NA	0.6857526401	0.28	-0.1396641827	-0.6120296079	1.092683315
V03G	2012	2000	2007	1.6454087956	NA	0.7576437093	0.76	-0.1396641827	-0.6120296079	1.092683315
V03J	2003	2003	2012	-1.4451874445	-0.0132459666	NA	NA	-0.1640499924	0.3167394725	-0.7966412994
V03J	2004	2003	2012	-1.1876377578	0.2112549435	NA	NA	-0.1640499924	0.3167394725	-0.7966412994
V03J	2005	2003	2012	-0.9300880712	0.6551368608	NA	NA	-0.1640499924	0.3167394725	-0.7966412994
V03J	2006	2003	2012	-0.6725383845	0.6303135336	NA	NA	-0.1640499924	0.3167394725	-0.7966412994
V03J	2007	2003	2012	-0.4149886978	0.2072637619	NA	NA	-0.1640499924	0.3167394725	-0.7966412994
V03J	2008	2003	2012	-0.1574390111	-0.1263221519	NA	NA	-0.1640499924	0.3167394725	-0.7966412994
V03J	2009	2003	2012	0.1001106756	-0.443303444	NA	NA	-0.1640499924	0.3167394725	-0.7966412994
V03J	2010	2003	2012	0.3576603622	0.5781802891	-0.2428078964	-1.09	-0.1640499924	0.3167394725	-0.7966412994
V03J	2011	2003	2012	0.6152100489	1.3744490348	0.8886806071	-1.59	-0.1640499924	0.3167394725	-0.7966412994
V03J	2012	2003	2012	0.8727597356	NA	0.9490681582	-0.10	-0.1640499924	0.3167394725	-0.7966412994
V04B	2002	2003	2012	1.1303094223	NA	NA	-1.23	-0.1396641827	-0.6120296079	NA
V04E	1998	1998	2005	-1.4451874445	-0.4236956439	NA	NA	-0.1396641827	-0.6120296079	-0.6101778016
V04E	1999	1998	2005	-1.1876377578	1.0157733677	NA	NA	-0.1396641827	-0.6120296079	-0.6101778016
V04E	2000	1998	2005	-0.9300880712	0.2301089835	NA	NA	-0.1396641827	-0.6120296079	-0.6101778016
V04E	2001	1998	2005	-0.6725383845	-0.2204118522	NA	NA	-0.1396641827	-0.6120296079	-0.6101778016
V04E	2002	1998	2005	-0.4149886978	-0.8961931058	NA	NA	-0.1396641827	-0.6120296079	-0.6101778016
V04E	2003	1998	2005	-0.1574390111	-0.0281163736	NA	NA	-0.1396641827	-0.6120296079	-0.6101778016
V04E	2004	1998	2005	0.1001106756	-0.4182014874	NA	NA	-0.1396641827	-0.6120296079	-0.6101778016
V04E	2005	1998	2005	0.3576603622	NA	-0.1681952053	NA	-0.1396641827	-0.6120296079	-0.6101778016
V04E	2006	1998	2005	0.6152100489	NA	NA	-1.80	-0.1396641827	-0.6120296079	-0.6101778016
V04F	1999	1999	2006	-1.4451874445	-1.4016555068	NA	NA	-0.1614867112	0.168737299	-0.5974384658
V04F	2000	1999	2006	-1.1876377578	0.9608318023	NA	NA	-0.1614867112	0.168737299	-0.5974384658
V04F	2001	1999	2006	-0.9300880712	0.1916498877	NA	NA	-0.1614867112	0.168737299	-0.5974384658
V04F	2002	1999	2006	-0.6725383845	1.0157733677	NA	NA	-0.1614867112	0.168737299	-0.5974384658
V04F	2003	1999	2006	-0.4149886978	0.905890237	NA	NA	-0.1614867112	0.168737299	-0.5974384658
V04F	2004	1999	2006	-0.1574390111	0.5212992797	NA	NA	-0.1614867112	0.168737299	-0.5974384658
V04F	2005	1999	2006	0.1001106756	-0.1929410696	NA	NA	-0.1614867112	0.168737299	-0.5974384658
V04F	2006	1999	2006	0.3576603622	0.3015330184	0.6487941579	0.94	-0.1614867112	0.168737299	-0.5974384658
V04F	2007	1999	2006	0.6152100489	NA	1.4093822964	-0.19	-0.1614867112	0.168737299	-0.5974384658
V04F	2008	1999	2006	0.8727597356	NA	1.5324980768	NA	-0.1614867112	0.168737299	-0.5974384658
V04F	2009	1999	2006	1.1303094223	NA	-0.4092147351	1.08	-0.1614867112	0.168737299	-0.5974384658
V04G	1999	1999	2007	-1.4451874445	-1.6873516465	NA	NA	-0.1792832059	0.8914328651	-1.329872161
V04G	2000	1999	2007	-1.1876377578	1.4635471251	NA	NA	-0.1792832059	0.8914328651	-1.329872161
V04G	2001	1999	2007	-0.9300880712	-0.1819527565	NA	NA	-0.1792832059	0.8914328651	-1.329872161
V04G	2002	1999	2007	-0.6725383845	-0.0610813128	NA	NA	-0.1792832059	0.8914328651	-1.329872161
V04G	2003	1999	2007	-0.4149886978	-0.2808475741	NA	NA	-0.1792832059	0.8914328651	-1.329872161
V04G	2004	1999	2007	-0.1574390111	-0.4539135049	NA	NA	-0.1792832059	0.8914328651	-1.329872161
V04G	2005	1999	2007	0.1001106756	-0.4236956439	NA	NA	-0.1792832059	0.8914328651	-1.329872161
V04G	2006	1999	2007	0.3576603622	-1.4401146025	NA	NA	-0.1792832059	0.8914328651	-1.329872161
V04G	2007	1999	2007	0.6152100489	NA	-0.3548672623	0.24	-0.1792832059	0.8914328651	-1.329872161
V04J	2004	2004	2010	-1.4451874445	1.4761969495	NA	NA	-0.1230374943	-1.3091858123	-1.4264161708
V04J	2005	2004	2010	-1.1876377578	0.5279997579	NA	NA	-0.1230374943	-1.3091858123	-1.4264161708
V04J	2006	2004	2010	-0.9300880712	0.5146873908	NA	NA	-0.1230374943	-1.3091858123	-1.4264161708
V04J	2007	2004	2010	-0.6725383845	0.5075638884	NA	NA	-0.1230374943	-1.3091858123	-1.4264161708
V04J	2008	2004	2010	-0.4149886978	-0.704154108	NA	NA	-0.1230374943	-1.3091858123	-1.4264161708
V04J	2009	2004	2010	-0.1574390111	-1.3315633904	NA	NA	-0.1230374943	-1.3091858123	-1.4264161708
V04J	2010	2004	2010	0.1001106756	-0.9588414164	-0.8442842291	-0.20	-0.1230374943	-1.3091858123	-1.4264161708
V04J	2011	2004	2010	0.3576603622	-0.384512564	-0.1645431621	-0.23	-0.1230374943	-1.3091858123	-1.4264161708
V04J	2012	2004	2010	0.6152100489	NA	0.3586329187	-0.58	-0.1230374943	-1.3091858123	-1.4264161708
V04L	2012	2004	2012	0.6152100489	NA	NA	0.16	NA	NA	NA
V05F	1998	1998	2006	-1.4451874445	-0.0445988432	NA	NA	-0.1025312452	-2.1221484548	0.8358354392
V05F	1999	1998	2006	-1.1876377578	1.6530955255	NA	NA	-0.1025312452	-2.1221484548	0.8358354392
V05F	2000	1998	2006	-0.9300880712	-0.3083183567	NA	NA	-0.1025312452	-2.1221484548	0.8358354392
V05F	2001	1998	2006	-0.6725383845	-1.4675853852	NA	NA	-0.1025312452	-2.1221484548	0.8358354392
V05F	2002	1998	2006	-0.4149886978	-0.9621229842	NA	NA	-0.1025312452	-2.1221484548	0.8358354392
V05F	2003	1998	2006	-0.1574390111	0.0652842875	NA	NA	-0.1025312452	-2.1221484548	0.8358354392
V05F	2004	1998	2006	0.1001106756	0.0103427222	NA	NA	-0.1025312452	-2.1221484548	0.8358354392
V05F	2005	1998	2006	0.3576603622	-0.3467774525	NA	NA	-0.1025312452	-2.1221484548	0.8358354392
V05G	2001	2001	2007	-1.4451874445	-1.8247055598	NA	NA	-0.1370989222	-0.7740717307	-0.3497790915
V05G	2002	2001	2007	-1.1876377578	1.3152048987	NA	NA	-0.1370989222	-0.7740717307	-0.3497790915
V05G	2003	2001	2007	-0.9300880712	0.4855872623	NA	NA	-0.1370989222	-0.7740717307	-0.3497790915
V05G	2004	2001	2007	-0.6725383845	-0.1901939913	NA	NA	-0.1370989222	-0.7740717307	-0.3497790915
V05G	2005	2001	2007	-0.4149886978	-0.011633904	NA	NA	-0.1370989222	-0.7740717307	-0.3497790915
V05G	2006	2001	2007	-0.1574390111	-0.5692907921	NA	NA	-0.1370989222	-0.7740717307	-0.3497790915
V05G	2007	2001	2007	0.1001106756	NA	NA	0.12	-0.1370989222	-0.7740717307	-0.3497790915
V05G	2010	2001	2007	0.3576603622	NA	NA	-0.22	-0.1370989222	-0.7740717307	-0.3497790915
V05J	1998	1998	2012	-1.4451874445	-0.0404539909	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	1999	1998	2012	-1.1876377578	-0.336219015	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2000	1998	2012	-0.9300880712	-0.6712095384	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2001	1998	2012	-0.6725383845	-0.6174011715	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2002	1998	2012	-0.4149886978	-0.5227385082	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2003	1998	2012	-0.1574390111	-0.6325600123	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2004	1998	2012	0.1001106756	-0.9723839824	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2005	1998	2012	0.3576603622	-1.2880931925	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2006	1998	2012	0.6152100489	-1.5782274536	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2007	1998	2012	0.8727597356	-1.8319556863	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2008	1998	2012	1.1303094223	-2.2227013595	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2009	1998	2012	1.3878591089	-2.6670029537	NA	NA	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2010	1998	2012	1.6454087956	-2.3211081802	NA	1.06	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2011	1998	2012	1.9029584823	-1.0951171693	NA	-0.28	-0.1496401957	-0.2138201751	-0.1668664279
V05J	2012	1998	2012	2.160508169	NA	-0.1026596941	1.33	-0.1496401957	-0.2138201751	-0.1668664279
V06G	2002	2002	2007	-1.4451874445	-0.1654702869	NA	NA	-0.1640499924	0.3167394725	0.1128288188
V06G	2003	2002	2007	-1.1876377578	1.6366130559	NA	NA	-0.1640499924	0.3167394725	0.1128288188
V06G	2004	2002	2007	-0.9300880712	0.4114161491	NA	NA	-0.1640499924	0.3167394725	0.1128288188
V06G	2005	2002	2007	-0.6725383845	-0.2423884783	NA	NA	-0.1640499924	0.3167394725	0.1128288188
V06G	2006	2002	2007	-0.4149886978	0.2081323573	NA	NA	-0.1640499924	0.3167394725	0.1128288188
V06G	2007	2002	2012	-0.1574390111	-0.0132492204	-0.973947084	NA	-0.1640499924	0.3167394725	0.1128288188
V06G	2008	2002	2012	0.1001106756	-0.3887447816	NA	NA	-0.1640499924	0.3167394725	0.1128288188
V06G	2009	2002	2012	0.3576603622	-0.8988014747	-0.4798320464	0.59	-0.1640499924	0.3167394725	0.1128288188
V06G	2010	2002	2012	0.6152100489	-0.5853992666	NA	0.39	-0.1640499924	0.3167394725	0.1128288188
V06G	2011	2002	2012	0.8727597356	0.3323958434	NA	NA	-0.1640499924	0.3167394725	0.1128288188
V06G	2012	2002	2012	1.1303094223	NA	NA	0.51	-0.1640499924	0.3167394725	0.1128288188
V06J	2004	2004	2012	-1.4451874445	1.2866283786	NA	NA	-0.1537968678	-0.0897418487	-0.7966412994
V06J	2005	2004	2012	-1.1876377578	1.4075287932	NA	NA	-0.1537968678	-0.0897418487	-0.7966412994
V06J	2006	2004	2012	-0.9300880712	1.4374438779	NA	NA	-0.1537968678	-0.0897418487	-0.7966412994
V06J	2007	2004	2012	-0.6725383845	1.2457668905	NA	NA	-0.1537968678	-0.0897418487	-0.7966412994
V06J	2008	2004	2012	-0.4149886978	0.7992065288	NA	NA	-0.1537968678	-0.0897418487	-0.7966412994
V06J	2009	2004	2012	-0.1574390111	0.142336364	NA	NA	-0.1537968678	-0.0897418487	-0.7966412994
V06J	2010	2004	2012	0.1001106756	-0.7677921507	-0.0878425943	NA	-0.1537968678	-0.0897418487	-0.7966412994
V06J	2011	2004	2012	0.3576603622	-0.3488666746	0.7523035363	0.41	-0.1537968678	-0.0897418487	-0.7966412994
V06J	2012	2004	2012	0.6152100489	NA	0.7523035363	0.20	-0.1537968678	-0.0897418487	-0.7966412994
V06K	2002	2002	2011	-1.4451874445	0.2706657722	NA	NA	-0.1396641827	-0.6120296079	-0.1668664279
V06K	2003	2002	2011	-1.1876377578	0.564886986	NA	NA	-0.1396641827	-0.6120296079	-0.1668664279
V06K	2004	2002	2011	-0.9300880712	-0.19304357	NA	NA	-0.1396641827	-0.6120296079	-0.1668664279
V06K	2005	2002	2011	-0.6725383845	-0.6022860857	NA	NA	-0.1396641827	-0.6120296079	-0.1668664279
V06K	2006	2002	2011	-0.4149886978	-0.816683483	NA	NA	-0.1396641827	-0.6120296079	-0.1668664279
V06K	2007	2002	2011	-0.1574390111	-0.850905169	NA	NA	-0.1396641827	-0.6120296079	-0.1668664279
V06K	2008	2002	2011	0.1001106756	-0.732470316	NA	NA	-0.1396641827	-0.6120296079	-0.1668664279
V06K	2009	2002	2011	0.3576603622	-1.1032884151	NA	NA	-0.1396641827	-0.6120296079	-0.1668664279
V06K	2010	2002	2011	0.6152100489	-1.1809502745	NA	0.81	-0.1396641827	-0.6120296079	-0.1668664279
V06K	2011	2002	2011	0.8727597356	-0.6537516313	NA	0.00	-0.1396641827	-0.6120296079	-0.1668664279
V06K	2012	2002	2011	1.1303094223	NA	NA	0.50	-0.1396641827	-0.6120296079	-0.1668664279
V07G	1998	1998	2007	-1.4451874445	-0.734115488	NA	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	1999	1998	2007	-1.1876377578	0.5185522015	NA	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	2000	1998	2007	-0.9300880712	0.2850505488	NA	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	2001	1998	2007	-0.6725383845	0.9855555067	NA	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	2002	1998	2007	-0.4149886978	0.3042800967	NA	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	2003	1998	2007	-0.1574390111	0.8509486717	NA	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	2004	1998	2007	0.1001106756	0.5487700624	NA	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	2005	1998	2007	0.3576603622	0.2905447053	NA	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	2006	1998	2007	0.6152100489	0.0735255223	NA	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	2007	1998	2007	0.8727597356	NA	NA	-0.54	-0.1435437433	-0.4962231699	1.5588420595
V07G	2008	1998	2007	1.1303094223	NA	NA	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	2009	1998	2007	1.3878591089	NA	NA	1.41	-0.1435437433	-0.4962231699	1.5588420595
V07G	2010	1998	2007	1.6454087956	NA	0.4745657904	NA	-0.1435437433	-0.4962231699	1.5588420595
V07G	2011	1998	2007	1.9029584823	NA	NA	0.70	-0.1435437433	-0.4962231699	1.5588420595
V07J	2005	2005	2012	-1.4451874445	0.0130058934	NA	NA	-0.1845562414	1.0934578954	-0.6101778016
V07J	2006	2005	2012	-1.1876377578	0.5319990885	NA	NA	-0.1845562414	1.0934578954	-0.6101778016
V07J	2007	2005	2012	-0.9300880712	0.3670779789	NA	NA	-0.1845562414	1.0934578954	-0.6101778016
V07J	2008	2005	2012	-0.6725383845	-0.0802097115	NA	NA	-0.1845562414	1.0934578954	-0.6101778016
V07J	2009	2005	2012	-0.4149886978	-0.650347367	NA	NA	-0.1845562414	1.0934578954	-0.6101778016
V07J	2010	2005	2012	-0.1574390111	-1.0964390287	-0.7943137761	NA	-0.1845562414	1.0934578954	-0.6101778016
V07J	2011	2005	2012	0.1001106756	-0.8208423336	0.0232967966	-0.42	-0.1845562414	1.0934578954	-0.6101778016
V07J	2012	2005	2012	0.3576603622	NA	0.5364680619	-0.11	-0.1845562414	1.0934578954	-0.6101778016
V07K	2006	2006	2012	-1.4451874445	-0.1326399115	NA	NA	-0.1435437433	-0.4962231699	-2.0561910423
V07K	2007	2006	2012	-1.1876377578	0.3947557305	NA	NA	-0.1435437433	-0.4962231699	-2.0561910423
V07K	2008	2006	2012	-0.9300880712	0.2925697871	NA	NA	-0.1435437433	-0.4962231699	-2.0561910423
V07K	2009	2006	2012	-0.6725383845	-0.20658619	NA	NA	-0.1435437433	-0.4962231699	-2.0561910423
V07K	2010	2006	2012	-0.4149886978	-0.4417624391	NA	-0.20	-0.1435437433	-0.4962231699	-2.0561910423
